ledger_id,vin,month_date,customer_id,model_id,principal_amount,interest_amount,year_model,collateral
24315,3N6AD33A9RK840246,2025-07-01,1925,663,633507.16,354.76,2024,NUEVO 
24316,3N6AD33A7SK820275,2025-07-01,1283,663,434397.15,486.52,2025,FLOTILLA 
24317,3N6AD33B8SK829043,2025-07-01,1681,663,687094.20,3462.95,2025,NUEVO 
24318,3N6AD33A4SK830634,2025-07-01,1681,663,561646.62,4279.44,2025,NUEVO 
24319,3N6AD33B1SK825030,2025-07-01,1331,663,687094.20,6040.70,2025,NUEVO 
24320,3N6AD33A0SK830355,2025-07-01,1331,663,483665.93,4252.23,2025,NUEVO 
24321,3N6AD33A3SK829359,2025-07-01,1681,663,483665.93,2615.42,2025,NUEVO 
24322,3N6AD33A4SK827247,2025-07-01,1681,663,483665.94,4393.97,2025,NUEVO 
24323,3N6AD33A6SK829209,2025-07-01,1888,663,483665.94,1275.67,2025,NUEVO 
24324,3N6AD33A0SK827486,2025-07-01,1752,663,561646.63,5102.40,2025,NUEVO 
24325,3N6AD33A8SK828370,2025-07-01,1681,663,580294.60,2041.15,2025,NUEVO 
24326,3N6AD33A5SK827676,2025-07-01,1331,663,580294.60,5271.82,2025,NUEVO 
24327,3N6AD33B4SK827628,2025-07-01,1699,663,687094.20,6230.23,2025,NUEVO 
24328,3N6AD33B4SK807010,2025-07-01,1331,663,675888.13,3720.76,2025,FLOTILLA 
24329,3N6AD33A9SK823470,2025-07-01,1681,663,580294.60,4436.84,2025,FLOTILLA 
24330,3N6AD33A7SK823483,2025-07-01,1681,663,580294.60,4436.84,2025,FLOTILLA 
24331,3N6AD33A6SK823569,2025-07-01,1681,663,580294.60,4436.84,2025,FLOTILLA 
24332,3N6AD33A5SK823563,2025-07-01,1681,663,580294.60,4436.84,2025,FLOTILLA 
24333,3N6AD33A0SK834311,2025-07-01,1681,663,659969.56,550.52,2025,NUEVO 
24334,3N6CD33B7RK841445,2025-07-01,1959,663,522469.13,4212.99,2024,FLOTILLA 
24335,3N6AD33A4RK865104,2025-07-01,1681,663,385300.00,3321.18,2024,SEMINUEVOS 
24336,3N6AD33A7SK832121,2025-07-01,1681,663,483665.94,1344.86,2025,NUEVO 
24337,3N6AD33A6SK832904,2025-07-01,1681,663,561646.63,1561.69,2025,NUEVO 
24338,3N6AD33A8SK832967,2025-07-01,1681,663,580294.60,1613.54,2025,NUEVO 
24339,3N6AD33A0SK832560,2025-07-01,1681,663,580294.60,484.06,2025,NUEVO 
24340,3N6CD33B7RK841445,2025-07-01,1959,663,522469.13,305.35,2024,FLOTILLA 
24341,JTFAMHCP2L6001515,2025-08-01,,666,373700.00,452.18,2020,SEMINUEVOS 
24342,JTFAMHCP6L6002828,2025-08-01,,666,373700.00,1941.16,2020,SEMINUEVOS 
24343,JTFAMHCP7N6004915,2025-08-01,,666,433300.00,2250.75,2022,SEMINUEVOS 
24344,JTFJM9CPXM6003178,2025-08-01,,666,402200.00,2089.21,2021,SEMINUEVOS 
24345,JTFJM9CP1M6003098,2025-08-01,,666,426100.00,3859.99,2021,SEMINUEVOS 
24346,JTFJM9CP1M6003862,2025-08-01,,666,426100.00,3153.96,2021,SEMINUEVOS 
24347,JTFAMHCP7N6004879,2025-08-01,,666,460000.00,4361.18,2022,SEMINUEVOS 
24348,JTFJM9CP1M6003098,2025-07-01,1385,666,426100.00,1120.64,2021,SEMINUEVOS 
24349,JTFJM9CP1M6003862,2025-07-01,1385,666,426100.00,1120.64,2021,SEMINUEVOS 
24350,JTFAMHCP7N6004879,2025-07-01,1681,666,460000.00,3235.72,2022,SEMINUEVOS 
24351,MR0CX3DD5N1329772,2025-07-01,1681,667,327900.00,1075.74,2022,SEMINUEVOS 
24352,MR0CX3DD3N1322867,2025-07-01,1681,667,287000.00,803.60,2022,SEMINUEVOS 
24353,JS2FH81S5N6303822,2025-08-01,,669,163500.00,1550.12,2022,SEMINUEVOS 
24354,JS2FH81S5N6303822,2025-07-01,1385,669,163500.00,1200.09,2022,SEMINUEVOS 
24355,3N8AP6HE1SL415972,2025-08-01,,672,538755.69,3145.88,2025,FLOTILLA 
24356,MNTFP5CP4S6018098,2025-08-01,,672,531543.96,3274.31,2025,NUEVO 
24357,MNTFP5CP0S6018096,2025-08-01,,672,541168.48,3333.60,2025,NUEVO 
24358,MNTFP5CP0S6017983,2025-08-01,,672,541168.48,3333.60,2025,NUEVO 
24359,MNTFP5CPXS6018090,2025-08-01,,672,541168.48,3333.60,2025,NUEVO 
24360,MNTFP5CP3S6017623,2025-08-01,,672,531543.96,3274.31,2025,NUEVO 
24361,MNTFP5CP8S6017455,2025-08-01,,672,531543.96,3274.31,2025,NUEVO 
24362,MNTFP5CP7S6017298,2025-08-01,,672,561293.32,3457.57,2025,NUEVO 
24363,MNTFP5CP2S6017175,2025-08-01,,672,531543.96,3274.31,2025,NUEVO 
24364,MNTFP5CP7S6018208,2025-08-01,,672,541168.48,2947.41,2025,NUEVO 
24365,MNTFP5CP8S6018234,2025-08-01,,672,561293.32,3771.89,2025,NUEVO 
24366,MNTFP5CP9S6018047,2025-08-01,,672,541168.48,4916.37,2025,NUEVO 
24367,MNTFP5CP3S6017511,2025-08-01,,672,531543.96,4828.93,2025,NUEVO 
24368,MNTFP5CP0S6017031,2025-08-01,,672,561293.32,5099.19,2025,NUEVO 
24369,MNTFP5CP4S6017324,2025-08-01,,672,561293.32,4605.72,2025,NUEVO 
24370,MNTFP5CP3S6017380,2025-08-01,,672,561293.33,5099.19,2025,NUEVO 
24371,MNTFP5CP2S6017340,2025-08-01,,672,561293.33,5099.19,2025,NUEVO 
24372,3N8AP6HE7SL418648,2025-08-01,,672,506464.76,4601.09,2025,NUEVO 
24373,3N8CP5HE4SL485422,2025-08-01,,672,398683.36,3621.93,2025,NUEVO 
24374,3N8CP5HE6SL488998,2025-08-01,,672,429415.24,2698.66,2025,NUEVO 
24375,3N8AP6HE2SL413714,2025-08-01,,672,538755.69,3789.25,2025,NUEVO 
24376,3N8CP5HE9SL487537,2025-08-01,,672,398683.37,3621.93,2025,NUEVO 
24377,3N8AP6HE0SL415106,2025-08-01,,672,538755.69,4420.79,2025,NUEVO 
24378,MNTFP5CP9S6016735,2025-08-01,,672,541168.48,4907.05,2025,NUEVO 
24379,MNTFP5CP4S6017064,2025-08-01,,672,561293.32,4463.50,2025,NUEVO 
24380,3N8AP6HE7SL410064,2025-08-01,,672,506464.76,3804.84,2025,NUEVO 
24381,MNTFP5CP8S6018167,2025-08-01,,672,541168.49,475.78,2025,FLOTILLA 
24382,MNTFP5CP3S6017136,2025-08-01,,672,541168.49,475.78,2025,FLOTILLA 
24383,3N8CP5HE0SL485465,2025-08-01,,672,429415.25,3797.58,2025,NUEVO 
24384,3N8AP6HE4SL406960,2025-08-01,,672,461919.61,476.16,2025,NUEVO 
24385,3N8AP6HE6SL405373,2025-08-01,,672,461919.60,4085.04,2025,NUEVO 
24386,3N8AP6HE5SL404246,2025-08-01,,672,461919.61,105.89,2025,NUEVO 
24387,MNTFP5CP0S6017546,2025-08-01,,672,541168.49,4785.88,2025,NUEVO 
24388,MNTFP5CP0S6017675,2025-08-01,,672,541168.49,4785.88,2025,NUEVO 
24389,MNTFP5CP4S6017470,2025-08-01,,672,541168.49,4785.88,2025,NUEVO 
24390,MNTFP5CPXS6016940,2025-08-01,,672,561293.33,4963.86,2025,NUEVO 
24391,3N8AP6HE5SL395371,2025-08-01,,672,537826.90,4751.70,2025,NUEVO 
24392,3N8AP6HE5SL389277,2025-08-01,,672,537826.90,1994.59,2025,NUEVO 
24393,3N8AP6HE7SL387532,2025-08-01,,672,448680.90,3967.96,2025,NUEVO 
24394,MNTFP5CP6S6016594,2025-08-01,,672,534005.22,4722.53,2025,NUEVO 
24395,3N8AP6HE1SL379152,2025-08-01,,672,448660.90,2759.26,2025,NUEVO 
24396,MNTFP5CP6S6015039,2025-08-01,,672,554109.92,4358.07,2025,DEMO 
24397,MNTFP5CP4S6014987,2025-08-01,,672,533985.22,5379.90,2025,NUEVO 
24398,MNTFP5CP0S6015036,2025-08-01,,672,554109.92,4358.07,2025,DEMO 
24399,3N8CP5HE1SL470490,2025-08-01,,672,417025.38,2087.21,2025,DEMO 
24400,3N8AP6HE3SL322189,2025-08-01,,672,535427.74,3073.12,2025,DEMO 
24401,3N8AP6HE1SL328685,2025-08-01,,672,472263.42,1909.73,2025,DEMO 
24402,3N8CP5HE4RL590357,2025-08-01,,672,417025.38,4054.30,2024,NUEVO 
24403,3N8AP6HEXSL328524,2025-07-01,1681,672,472263.42,1724.92,2025,DEMO 
24404,3N8AP6HE0SL367588,2025-07-01,1976,672,537806.90,1827.82,2025,NUEVO 
24405,3N8AP6HE1SL329318,2025-07-01,1681,672,535427.74,2909.87,2025,NUEVO 
24406,3N8AP6HE3SL322189,2025-07-01,1681,672,535427.74,3631.87,2025,DEMO 
24407,3N8AP6HE1SL328685,2025-07-01,1932,672,472263.42,3111.01,2025,DEMO 
24408,3N8CP5HE4RL590357,2025-07-01,1331,672,417025.38,4054.30,2024,NUEVO 
24409,3N8CP5HE8SL470468,2025-08-01,,672,417274.78,378.68,2025,FLOTILLA 
24410,MNTFP5CP7R6007574,2025-08-01,,672,327200.00,692.85,2024,SEMINUEVOS 
24411,3N8AP6HE5SL420432,2025-08-01,,672,482601.25,2801.77,2025,FLOTILLA 
24412,3N8CP5HE8NL531743,2025-08-01,,672,222000.00,1153.17,2022,SEMINUEVOS 
24413,MNTFP5CP4S6018814,2025-08-01,,672,561293.33,1372.05,2025,FLOTILLA 
24414,MNTFP5CP8S6018167,2025-08-01,,672,541168.49,3141.78,2025,FLOTILLA 
24415,MNTFP5CP3S6017136,2025-08-01,,672,541168.49,3141.78,2025,FLOTILLA 
24416,3N8AP6HE2SL443053,2025-08-01,,672,482601.24,282.05,2025,NUEVO 
24417,MNTFP5CP7R6012709,2025-08-01,,672,374300.00,3202.34,2024,SEMINUEVOS 
24418,3N8CP5HE8SL470468,2025-08-01,,672,417274.78,3414.24,2025,FLOTILLA 
24419,3N8AP6HEXSL441986,2025-08-01,,672,482601.24,564.11,2025,NUEVO 
24420,3N8CP5HE9SL494102,2025-08-01,,672,429415.25,865.94,2025,NUEVO 
24421,3N8CP5HE5SL492380,2025-08-01,,672,398683.37,1281.55,2025,NUEVO 
24422,3N8AP6HE0SL427689,2025-08-01,,672,538755.68,2801.08,2025,NUEVO 
24423,3N8CP5HEXSL485604,2025-08-01,,672,429415.25,3262.60,2025,FLOTILLA 
24424,MNTFP5CP4S6017808,2025-08-01,,672,541168.49,3310.45,2025,FLOTILLA 
24425,3N8CP5HE0SL492271,2025-08-01,,672,398683.36,3048.27,2025,NUEVO 
24426,3N8CP5HE8SL488016,2025-08-01,,672,429415.25,2985.03,2025,NUEVO 
24427,3N8CP5HE1SL487418,2025-08-01,,672,429415.25,238.80,2025,NUEVO 
24428,3N8AP6HE5SL416705,2025-08-01,,672,506464.77,2816.51,2025,NUEVO 
24429,MNTFP5CP5S6018885,2025-08-01,,672,561293.33,1248.57,2025,NUEVO 
24430,MNTFP5CP2S6018939,2025-08-01,,672,541168.49,1203.80,2025,NUEVO 
24431,MNTFP5CP1S6018804,2025-08-01,,672,561293.33,780.35,2025,NUEVO 
24432,MNTFP5CP3S6018576,2025-08-01,,672,561293.33,1248.57,2025,NUEVO 
24433,MNTFP5CP2S6018522,2025-08-01,,672,561293.33,1248.57,2025,NUEVO 
24434,MNTFP5CP7S6018810,2025-08-01,,672,561293.33,1248.57,2025,NUEVO 
24435,3N8CP5HE9SL494021,2025-08-01,,672,398683.36,3214.83,2025,NUEVO 
24436,3N8AP6HE5SL434007,2025-08-01,,672,506464.76,4224.76,2025,NUEVO 
24437,3N8CP5HE9SL492446,2025-08-01,,672,398683.36,2403.74,2025,NUEVO 
24438,3N8CP5HE8SL493605,2025-08-01,,672,398683.36,3436.54,2025,NUEVO 
24439,3N8AP6HE7SL432730,2025-08-01,,672,538755.69,4643.92,2025,NUEVO 
24440,3N8AP6HE9SL428369,2025-08-01,,672,538755.69,4643.92,2025,NUEVO 
24441,3N8AP6HE5SL420432,2025-08-01,,672,482601.25,1697.15,2025,FLOTILLA 
24442,3N8CP5HE3RL501345,2025-07-01,1902,672,338500.00,2281.58,2024,SEMINUEVOS 
24443,MNTFP5CP9S6016735,2025-07-01,1331,672,541168.48,2532.67,2025,NUEVO 
24444,MNTFP5CP8S6017410,2025-07-01,1568,672,561293.32,1477.60,2025,NUEVO 
24445,MNTFP5CP4S6017064,2025-07-01,1331,672,561293.32,2626.85,2025,NUEVO 
24446,3N8AP6HE3SL412586,2025-07-01,1681,672,482601.24,2964.38,2025,NUEVO 
24447,3N8AP6HE7SL410064,2025-07-01,1681,672,506464.76,4592.37,2025,NUEVO 
24448,MNTFP5CP8S6018167,2025-07-01,1283,672,541168.49,4916.37,2025,FLOTILLA 
24449,MNTFP5CP3S6017136,2025-07-01,1283,672,541168.49,4916.37,2025,FLOTILLA 
24450,3N8CP5HE0SL485465,2025-07-01,1331,672,429415.25,3797.58,2025,NUEVO 
24451,3N8AP6HE4SL406960,2025-07-01,1681,672,461919.61,4085.04,2025,NUEVO 
24452,3N8AP6HE6SL405373,2025-07-01,1681,672,461919.60,4085.04,2025,NUEVO 
24453,3N8AP6HE5SL404246,2025-07-01,1978,672,461919.61,4085.04,2025,NUEVO 
24454,MNTFP5CP9S6016640,2025-07-01,1283,672,534005.22,3904.91,2025,FLOTILLA 
24455,MNTFP5CP0S6017546,2025-07-01,1681,672,541168.49,4785.88,2025,NUEVO 
24456,MNTFP5CP0S6017675,2025-07-01,1331,672,541168.49,4785.88,2025,NUEVO 
24457,MNTFP5CP4S6017470,2025-07-01,1681,672,541168.49,4785.88,2025,NUEVO 
24458,MNTFP5CP5S6017560,2025-07-01,1952,672,561293.33,2241.74,2025,NUEVO 
24459,MNTFP5CPXS6016940,2025-07-01,1681,672,561293.33,4963.86,2025,NUEVO 
24460,3N8AP6HE5SL395371,2025-07-01,1331,672,537826.90,4751.70,2025,NUEVO 
24461,3N8AP6HE5SL389277,2025-07-01,1681,672,537826.90,4756.33,2025,NUEVO 
24462,3N8AP6HE7SL387532,2025-07-01,1681,672,448680.90,3967.96,2025,NUEVO 
24463,MNTFP5CP0R6009800,2025-07-01,1943,672,410000.00,2851.81,2024,SEMINUEVOS 
24464,MNTFP5CP6S6016594,2025-07-01,1681,672,534005.22,4722.53,2025,NUEVO 
24465,3N8AP6HE1SL379152,2025-07-01,1681,672,448660.90,4276.86,2025,NUEVO 
24466,MNTFP5CP6S6015039,2025-07-01,1712,672,554109.92,4250.02,2025,DEMO 
24467,MNTFP5CP4S6014987,2025-07-01,1331,672,533985.22,5379.90,2025,NUEVO 
24468,MNTFP5CP0S6015036,2025-07-01,1681,672,554109.92,4898.33,2025,DEMO 
24469,3N8CP5HEXSL473307,2025-07-01,1916,672,417274.78,523.45,2025,NUEVO 
24470,3N8CP5HE7SL469909,2025-07-01,1681,672,417025.38,1219.80,2025,DEMO 
24471,3N8CP5HE1SL470490,2025-07-01,1524,672,417025.38,3578.08,2025,DEMO 
24472,3N8AP6HE6SL336782,2025-07-01,1936,672,535427.74,4002.32,2025,NUEVO 
24473,3N8AP6HE1SL415972,2025-07-01,1681,672,538755.69,1797.65,2025,FLOTILLA 
24474,MNTFP5CPXR6009643,2025-07-01,1681,672,387200.00,1576.22,2024,SEMINUEVOS 
24475,MNTFP5CP9S6018047,2025-07-01,1681,672,541168.48,317.18,2025,NUEVO 
24476,MNTFP5CP3S6017511,2025-07-01,1681,672,531543.96,311.54,2025,NUEVO 
24477,MNTFP5CP0S6017031,2025-07-01,1681,672,561293.32,328.98,2025,NUEVO 
24478,MNTFP5CP3S6017380,2025-07-01,1681,672,561293.33,822.45,2025,NUEVO 
24479,MNTFP5CP2S6017340,2025-07-01,1681,672,561293.33,1315.92,2025,NUEVO 
24480,3N8AP6HEXSL419504,2025-07-01,1681,672,538755.68,2934.86,2025,NUEVO 
24481,3N8CP5HE6SL485650,2025-07-01,1681,672,398683.36,1473.59,2025,NUEVO 
24482,3N8AP6HE9SL416772,2025-07-01,1681,672,538755.68,3993.34,2025,NUEVO 
24483,3N8AP6HE7SL418648,2025-07-01,1681,672,506464.76,4601.09,2025,NUEVO 
24484,3N8AP6HE4SL418199,2025-07-01,1963,672,538755.68,3315.59,2025,NUEVO 
24485,3N8AP6HE3SL405458,2025-07-01,1681,672,506464.76,148.42,2025,NUEVO 
24486,3N8CP5HE4SL485422,2025-07-01,1331,672,398683.36,3621.93,2025,NUEVO 
24487,3N8CP5HE6SL488998,2025-07-01,1331,672,429415.24,3901.12,2025,NUEVO 
24488,3N8AP6HE2SL413714,2025-07-01,1681,672,538755.69,4894.45,2025,NUEVO 
24489,3N8CP5HE9SL487537,2025-07-01,1331,672,398683.37,3621.93,2025,NUEVO 
24490,3N8AP6HE0SL415106,2025-07-01,1681,672,538755.69,4894.45,2025,NUEVO 
24491,3N8CP5HE8SL493605,2025-07-01,1681,672,398683.36,110.86,2025,NUEVO 
24492,3N8AP6HE7SL432730,2025-07-01,1681,672,538755.69,149.80,2025,NUEVO 
24493,3N8AP6HE9SL428369,2025-07-01,1681,672,538755.69,1048.63,2025,NUEVO 
24494,3N8AP6HE5SL420432,2025-07-01,1331,672,482601.25,990.00,2025,FLOTILLA 
24495,3N8CP5HEXSL485604,2025-07-01,1283,672,429415.25,125.84,2025,FLOTILLA 
24496,3N8CP5HE8SL470468,2025-07-01,1331,672,417274.78,3364.74,2025,FLOTILLA 
24497,MNTFP5CP7R6012709,2025-07-01,1749,672,519109.85,3608.53,2024,FLOTILLA 
24498,3N8AP6HE5SL421077,2025-07-01,1927,672,482601.24,810.77,2025,NUEVO 
24499,MNTFP5CP7S6015602,2025-07-01,1283,672,534005.22,593.93,2025,FLOTILLA 
24500,MNTFP5CP6S6015655,2025-07-01,1283,672,534005.22,593.93,2025,FLOTILLA 
24501,MNTFP5CP6S6015302,2025-07-01,1283,672,534005.22,593.93,2025,FLOTILLA 
24502,MNTFP5CP3S6016469,2025-07-01,1283,672,534005.22,593.93,2025,FLOTILLA 
24503,MNTFP5CP3S6015709,2025-07-01,1283,672,534005.22,1484.83,2025,FLOTILLA 
24504,3N8CP5HE8SL470468,2025-07-01,1331,672,417274.78,243.87,2025,FLOTILLA 
24505,MNTFP5CP9S6016640,2025-07-01,1283,672,534005.22,780.24,2025,FLOTILLA 
24506,3N8CP5HEXSL485604,2025-07-01,1283,672,429415.25,752.91,2025,FLOTILLA 
24507,MNTFP5CP5P6001513,2025-07-01,1931,672,332900.00,97.28,2023,SEMINUEVOS 
24508,3N8AP6HE6SL336782,2025-07-01,1936,672,535427.74,1140.17,2025,FLOTILLA 
24509,VF1HR3NB3PC386389,2025-08-01,,673,333600.00,2561.42,2023,SEMINUEVOS 
24510,VF1HR3NB3PC381354,2025-07-01,1878,673,333600.00,1561.25,2023,SEMINUEVOS 
24511,VF1HR3NB3PC386389,2025-07-01,1681,673,333600.00,3024.92,2023,SEMINUEVOS 
24512,VF1HR3NB1PC389260,2025-07-01,1681,673,347100.00,2544.10,2023,SEMINUEVOS 
24513,93Y1R5F52PJ237054,2025-08-01,,674,155100.00,47.39,2023,SEMINUEVOS 
24514,MMBML45G2MH004820,2025-08-01,,675,262400.00,76.68,2021,SEMINUEVOS 
24515,MMBML45G2MH004820,2025-07-01,1915,675,262400.00,690.11,2021,SEMINUEVOS 
24516,9FB4SR0E0RM676551,2025-08-01,,676,196300.00,60.04,2024,SEMINUEVOS 
24517,9FB4SR4D6RM630000,2025-08-01,,676,212400.00,1924.11,2024,SEMINUEVOS 
24518,9FB4SR4D6RM629929,2025-07-01,1681,676,222500.00,1281.37,2024,SEMINUEVOS 
24519,9FB4SR0E0RM676551,2025-07-01,1681,676,196300.00,1500.88,2024,SEMINUEVOS 
24520,9FB4SR4D6RM630000,2025-07-01,1681,676,212400.00,496.54,2024,SEMINUEVOS 
24521,MDHBD0FA0SG007487,2025-08-01,,677,352728.80,8.41,2025,NUEVO 
24522,MDHBD0FA7SG004330,2025-08-01,,677,409248.64,3717.91,2025,NUEVO 
24523,MDHBD0FA4SG007718,2025-08-01,,677,392658.33,3472.52,2025,NUEVO 
24524,MDHBD0FA6SG008899,2025-08-01,,677,352728.81,3119.40,2025,NUEVO 
24525,MDHBD0FA5SG000695,2025-08-01,,677,409081.98,1748.83,2025,NUEVO 
24526,MDHBD0FA0SG001432,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24527,MDHBD0FA7SG004716,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24528,MDHBD0FAXSG006864,2025-08-01,,677,409081.98,1504.33,2025,NUEVO 
24529,MDHBD0FA4SG007167,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24530,MDHBD0FA6SG007574,2025-08-01,,677,392491.66,2946.52,2025,NUEVO 
24531,MDHBD0FA3SG005359,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24532,MDHBD0FA0SG004895,2025-08-01,,677,392491.66,2460.92,2025,NUEVO 
24533,MDHBD0FA6SG003749,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24534,MDHBD0FA3SG007077,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24535,MDHBD0FA9SG007181,2025-08-01,,677,409081.98,2448.36,2025,NUEVO 
24536,MDHBD0FA2SG005157,2025-08-01,,677,392491.66,2937.17,2025,NUEVO 
24537,MDHBD0FA9SG003440,2025-08-01,,677,392491.66,585.43,2025,NUEVO 
24538,MDHBD0FA6SG001449,2025-08-01,,677,392491.66,3467.66,2025,NUEVO 
24539,MDHBD0FA4SG010960,2025-08-01,,677,352728.81,1275.02,2025,NUEVO 
24540,MDHBD0FAXSG016438,2025-08-01,,677,352728.81,1849.62,2025,NUEVO 
24541,MDHBD0FA2SG017020,2025-08-01,,677,392658.33,2292.80,2025,NUEVO 
24542,MDHBD0FA6SG017361,2025-08-01,,677,409248.65,167.53,2025,NUEVO 
24543,MDHBD0FA5SG011017,2025-08-01,,677,392658.33,2838.70,2025,NUEVO 
24544,MDHBD0FA4SG010053,2025-08-01,,677,392658.33,1274.21,2025,NUEVO 
24545,MDHBD0FA0SG016822,2025-08-01,,677,352728.80,3040.42,2025,NUEVO 
24546,MDHBD0FA6SG011186,2025-08-01,,677,409248.64,2293.74,2025,NUEVO 
24547,MDHBD0FA9SG017967,2025-08-01,,677,352728.81,736.44,2025,NUEVO 
24548,MDHBD0FA4SG007718,2025-07-01,1331,677,392658.33,3472.52,2025,NUEVO 
24549,MDHBD0FA6SG008899,2025-07-01,1681,677,352728.81,3119.40,2025,NUEVO 
24550,MDHBD0FA3SG003742,2025-07-01,1912,677,409081.98,2818.51,2025,NUEVO 
24551,MDHBD0FA5SG000695,2025-07-01,1331,677,409081.98,3614.24,2025,NUEVO 
24552,MDHBD0FA0SG001432,2025-07-01,1331,677,392491.66,3467.66,2025,NUEVO 
24553,MDHBD0FA1SG001455,2025-07-01,1681,677,409081.98,3518.04,2025,NUEVO 
24554,MDHBD0FA6SG002245,2025-07-01,1937,677,409081.98,2967.87,2025,NUEVO 
24555,MDHBD0FA8SG002456,2025-07-01,1681,677,392491.66,3355.80,2025,NUEVO 
24556,MDHBD0FA5SG001121,2025-07-01,1681,677,409081.98,1632.24,2025,NUEVO 
24557,MDHBD0FA8SG000612,2025-07-01,1681,677,409081.98,116.59,2025,NUEVO 
24558,MDHBD0FA7SG004716,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24559,MDHBD0FAXSG006864,2025-07-01,1681,677,409081.98,3614.24,2025,NUEVO 
24560,MDHBD0FA4SG007167,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24561,MDHBD0FA6SG007574,2025-07-01,1331,677,392491.66,3467.66,2025,NUEVO 
24562,MDHBD0FA2SG005031,2025-07-01,1929,677,392491.66,2850.56,2025,NUEVO 
24563,MDHBD0FA3SG005359,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24564,MDHBD0FA5SG005718,2025-07-01,1949,677,392491.66,99.67,2025,NUEVO 
24565,MDHBD0FA0SG004895,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24566,MDHBD0FA6SG003749,2025-07-01,1331,677,392491.66,3467.66,2025,NUEVO 
24567,MDHBD0FA9SG007018,2025-07-01,1681,677,409081.98,2275.84,2025,NUEVO 
24568,MDHBD0FA3SG007077,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24569,MDHBD0FA7SG006918,2025-07-01,1949,677,392491.66,223.72,2025,NUEVO 
24570,MDHBD0FA9SG007181,2025-07-01,1331,677,409081.98,3614.24,2025,NUEVO 
24571,MDHBD0FA2SG005157,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24572,MDHBD0FA9SG003440,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24573,MDHBD0FA9SG003261,2025-07-01,1930,677,392491.66,806.69,2025,NUEVO 
24574,MDHBD0FA6SG001449,2025-07-01,1331,677,392491.66,3467.66,2025,NUEVO 
24575,MDHBD0FA2SG001982,2025-07-01,1887,677,352563.30,1525.69,2025,NUEVO 
24576,MDHBD0FA7SG001833,2025-07-01,1681,677,392491.66,3467.66,2025,NUEVO 
24577,MDHBD0FA7SG004330,2025-07-01,1681,677,409248.64,2998.31,2025,NUEVO 
24578,MDHBD0FA6SG008076,2025-07-01,1875,677,352728.81,2817.64,2025,NUEVO 
24579,MDHBD0FA9SG008217,2025-07-01,1681,677,409248.65,3082.72,2025,NUEVO 
24580,MDHBD0FAXSG017220,2025-07-01,1681,677,366119.85,106.99,2025,FLOTILLA 
24581,MDHBD0FA0SG016822,2025-07-01,1681,677,352728.80,98.08,2025,NUEVO 
24582,MDHBD0FA6SG011186,2025-07-01,1681,677,409248.64,113.79,2025,NUEVO 
24583,MDHBD0FA9SG017967,2025-07-01,1681,677,352728.81,490.39,2025,NUEVO 
24584,MDHBD0FA0SG007487,2025-07-01,1979,677,352728.80,1447.17,2025,NUEVO 
24585,3N1CK3CE6SL210983,2025-08-01,,678,283771.45,2446.03,2025,NUEVO 
24586,3N1CK3CE5SL210926,2025-08-01,,678,288245.57,1202.22,2025,NUEVO 
24587,3N1CK3CE5SL210800,2025-08-01,,678,283771.45,2446.03,2025,NUEVO 
24588,3N1CK3CE2SL210768,2025-08-01,,678,288245.57,2484.60,2025,NUEVO 
24589,3N1CK3CEXSL209674,2025-08-01,,678,264080.44,773.90,2025,FLOTILLA 
24590,3N1CK3CE8SL210256,2025-08-01,,678,308832.09,1297.09,2025,NUEVO 
24591,3N1CK3CE7SL210006,2025-08-01,,678,283771.44,2463.14,2025,NUEVO 
24592,3N1CK3CE4SL209749,2025-08-01,,678,308832.09,1176.56,2025,NUEVO 
24593,3N1CK3CE3SL209600,2025-08-01,,678,283771.44,2577.98,2025,NUEVO 
24594,3N1CK3CE1SL208218,2025-08-01,,678,288245.56,1536.47,2025,NUEVO 
24595,3N1CK3CE0SL209697,2025-08-01,,678,264080.45,928.68,2025,FLOTILLA 
24596,3N1CK3CE3SL209564,2025-08-01,,678,264080.44,541.73,2025,FLOTILLA 
24597,3N1CK3CE2SL208275,2025-08-01,,678,308832.09,755.08,2025,NUEVO 
24598,3N1CK3CE0SL207111,2025-08-01,,678,283771.45,2509.56,2025,NUEVO 
24599,3N1CK3CE5SL207668,2025-08-01,,678,283771.45,2509.56,2025,NUEVO 
24600,3N1CK3CE6SL206304,2025-08-01,,678,287288.94,81.88,2025,NUEVO 
24601,3N1CK3CE6SL206299,2025-08-01,,678,307873.14,2544.57,2025,NUEVO 
24602,3N1CK3CE8SL206188,2025-08-01,,678,281918.14,2490.75,2025,NUEVO 
